acidity,sugar,alcohol,pH,sulphates,quality,quality_label
7.14,18.18,14.24,3.65,0.305,8,good
6.67,16.53,11.99,3.03,0.316,8,good
6.85,15.38,13.83,3.83,0.726,8,good
3.06,2.06,14.94,3.22,0.642,8,good
5.08,1.13,9.15,3.45,0.433,6,bad
5.41,5.04,12.84,3.64,0.644,8,good
3.1,13.61,12.72,3.04,0.696,8,good
4.3,8.81,14.86,3.84,0.453,8,good
6.8,8.65,14.9,3.22,0.318,8,good
3.69,17.81,12.81,3.73,0.766,8,good
5.68,18.02,9.71,3.02,0.473,8,good
4.08,18.27,13.59,3.76,0.353,8,good
3.06,6.96,8.75,2.98,0.546,8,good
4.21,14.13,13.46,3.4,0.684,8,good
7.88,6.16,14.37,3.15,0.411,8,good
7.01,4.62,10.68,3.85,0.435,8,good
7.8,4.51,12.41,3.17,0.421,8,good
5.44,7.5,11.01,4.03,0.796,8,good
3.55,9.17,11.06,4.05,0.399,8,good
5.74,16.79,10.17,3.08,0.588,8,good
5.27,3.28,13.33,3.66,0.763,8,good
7.22,14.96,14.55,2.92,0.373,8,good
3.49,11.1,14.59,3.35,0.785,8,good
5.44,6.47,9.22,3.8,0.774,8,good
3.75,10.36,14.12,3.72,0.742,8,good
4.62,6.7,13.16,3.67,0.407,8,good
6.69,12.33,9.77,3.2,0.617,8,good
5.38,9.24,8.47,3.33,0.68,8,good
4.88,4.12,9.88,2.94,0.793,7,good
4.97,3.22,14.39,3.81,0.39,8,good
5.3,11.39,12.43,3.51,0.683,8,good
6.93,18.15,13.05,3.79,0.469,8,good
7.46,7.54,9.8,3.15,0.388,7,good
7.78,14.93,13.04,3.25,0.511,8,good
6.93,13.51,8.2,3.27,0.697,8,good
4.58,18.7,10.63,2.84,0.532,8,good
6.44,16.6,12.39,3.28,0.569,8,good
5.19,11.77,9.02,3.92,0.798,8,good
4.27,13.48,13.76,4.06,0.5,8,good
7.2,18.07,9.65,3.53,0.608,8,good
3.19,8.59,12.57,3.44,0.483,8,good
7.51,7.21,10.84,2.84,0.496,7,good
5.31,1.21,12.17,4.03,0.648,8,good
6.19,16.7,8.75,2.82,0.769,8,good
6.3,16.22,8.12,4.12,0.571,8,good
7.48,2.98,14.37,3.48,0.684,8,good
6.18,11.96,9.89,3.28,0.345,8,good
6.07,9.82,13.74,4.09,0.406,8,good
3.33,3.26,15.0,2.83,0.551,8,good
5.59,19.63,9.48,3.61,0.31,8,good
3.75,5.08,9.86,3.57,0.426,8,good
6.69,2.28,12.64,3.11,0.559,8,good
5.56,12.3,14.76,3.4,0.307,8,good
6.4,15.04,14.41,3.71,0.432,8,good
3.21,1.62,11.52,3.82,0.557,8,good
3.42,13.52,13.57,2.8,0.587,8,good
6.58,11.11,8.95,4.11,0.763,8,good
3.36,2.96,14.84,3.03,0.623,8,good
3.36,4.28,14.75,3.13,0.507,8,good
3.06,11.79,9.15,3.17,0.765,8,good
7.78,6.63,10.1,2.85,0.692,7,good
6.69,18.83,8.7,2.97,0.4,8,good
4.77,16.56,9.9,4.18,0.365,8,good
4.48,19.69,13.71,3.24,0.638,8,good
4.75,5.93,10.65,2.96,0.58,8,good
6.87,19.42,8.62,2.95,0.695,8,good
6.31,9.19,10.4,3.81,0.669,8,good
3.93,7.6,14.87,4.0,0.613,8,good
3.87,1.96,12.41,3.16,0.793,8,good
3.49,2.0,10.91,2.83,0.567,7,good
6.3,14.15,9.17,3.11,0.357,8,good
6.82,9.7,14.9,2.88,0.714,8,good
4.33,5.3,13.75,2.94,0.426,8,good
3.1,12.67,9.97,3.4,0.689,8,good
3.41,5.8,8.49,3.12,0.779,8,good
7.84,11.98,8.4,3.52,0.648,8,good
4.48,7.82,8.84,3.15,0.598,8,good
6.85,16.65,12.07,4.12,0.53,8,good
6.12,16.59,14.5,4.07,0.482,8,good
4.91,10.07,11.48,3.59,0.477,8,good
4.03,7.67,13.9,3.3,0.618,8,good
3.61,7.89,11.12,3.33,0.676,8,good
6.08,16.31,12.96,3.38,0.639,8,good
6.87,7.24,13.12,3.82,0.399,8,good
6.22,4.97,9.22,3.43,0.547,7,good
5.65,2.61,10.53,4.0,0.696,7,good
3.21,9.87,12.46,4.12,0.538,8,good
7.84,10.16,8.49,3.27,0.568,6,bad
6.99,16.98,10.53,3.58,0.686,8,good
4.46,5.2,11.74,2.93,0.631,8,good
7.9,8.24,14.97,3.08,0.505,8,good
6.01,16.36,11.32,3.38,0.748,8,good
5.91,16.65,13.71,3.09,0.381,8,good
6.74,8.31,11.02,4.03,0.798,8,good
7.06,9.72,13.57,3.02,0.359,8,good
6.28,6.76,12.17,3.44,0.307,8,good
3.64,18.72,14.21,3.65,0.745,8,good
4.69,3.25,10.88,3.77,0.422,8,good
7.64,18.74,12.23,3.34,0.665,8,good
4.12,13.99,12.41,4.02,0.706,8,good
4.86,11.1,10.92,3.6,0.729,8,good
5.16,1.62,9.01,3.42,0.796,5,bad
5.2,10.04,8.65,2.89,0.447,7,good
6.06,8.75,8.12,3.45,0.655,8,good
7.72,4.06,14.11,3.95,0.358,8,good
4.2,13.47,9.66,3.66,0.503,8,good
3.61,19.45,9.48,3.97,0.724,8,good
3.99,11.68,13.15,3.49,0.484,8,good
7.43,14.58,10.24,2.97,0.596,8,good
6.23,2.3,11.54,2.82,0.552,8,good
4.43,8.94,9.14,3.22,0.623,8,good
7.08,3.21,14.72,3.78,0.786,8,good
7.31,12.64,13.96,3.91,0.328,8,good
7.23,18.83,14.05,3.21,0.587,8,good
7.59,13.57,10.85,3.49,0.732,8,good
4.26,2.46,13.34,3.39,0.541,8,good
6.78,7.74,9.01,3.37,0.339,8,good
5.3,11.46,8.06,3.12,0.58,8,good
7.21,8.66,8.14,2.99,0.466,7,good
6.64,16.84,12.11,3.08,0.377,8,good
6.88,16.48,11.19,2.88,0.725,8,good
6.28,12.62,11.63,3.08,0.561,8,good
3.89,8.1,8.05,2.81,0.767,8,good
5.73,5.85,10.96,3.68,0.703,8,good
7.92,3.01,13.03,3.24,0.646,8,good
7.69,7.74,11.1,4.16,0.303,8,good
3.22,8.85,13.13,3.07,0.514,8,good
3.82,13.84,9.63,3.28,0.399,8,good
3.66,13.51,13.69,3.3,0.755,8,good
6.63,2.33,12.12,2.81,0.387,6,bad
7.09,8.51,9.48,3.97,0.443,4,bad
4.07,4.45,9.66,2.84,0.558,8,good
5.53,3.98,12.4,4.12,0.432,8,good
7.2,16.72,13.81,4.05,0.405,8,good
6.66,1.8,10.91,3.55,0.6,7,good
5.71,8.96,9.81,3.56,0.344,8,good
5.95,4.2,14.07,3.72,0.329,8,good
5.54,17.71,12.68,3.34,0.486,8,good
4.49,11.58,11.14,3.71,0.66,8,good
5.83,5.4,11.42,2.86,0.577,8,good
6.44,10.55,9.43,2.88,0.511,8,good
7.37,14.9,12.39,3.44,0.583,8,good
6.18,19.2,10.51,3.57,0.483,8,good
6.81,5.19,14.97,4.04,0.768,8,good
3.8,17.84,11.36,2.95,0.327,8,good
5.31,18.75,11.4,3.95,0.637,8,good
3.05,18.41,11.96,3.09,0.746,8,good
4.23,13.07,14.42,3.35,0.702,8,good
6.63,12.97,13.61,3.24,0.392,8,good
7.96,8.66,11.16,3.36,0.448,8,good
3.5,15.3,13.03,3.01,0.659,8,good
5.01,11.09,12.1,3.5,0.342,8,good
7.0,13.87,11.45,3.92,0.706,8,good
4.02,9.14,9.35,3.42,0.659,8,good
5.78,14.9,11.25,3.49,0.665,8,good
6.67,16.66,9.72,3.99,0.35,8,good
6.08,3.78,14.4,3.79,0.659,8,good
3.94,16.83,10.35,3.49,0.64,8,good
4.78,11.27,14.67,3.16,0.715,8,good
6.92,17.05,11.73,4.04,0.321,8,good
5.77,9.19,12.42,3.61,0.312,8,good
3.03,8.2,11.8,3.11,0.487,8,good
6.8,18.39,8.91,3.18,0.374,8,good
3.18,5.77,10.63,3.92,0.579,8,good
6.73,17.04,8.69,2.86,0.759,8,good
4.01,10.2,12.36,4.19,0.496,8,good
7.79,10.77,11.13,2.98,0.722,8,good
4.84,6.86,13.45,3.91,0.3,8,good
4.63,11.89,9.54,3.35,0.384,8,good
3.74,7.18,9.15,3.49,0.315,8,good
4.53,1.75,10.84,4.03,0.464,7,good
7.38,6.17,14.49,3.38,0.754,8,good
7.98,1.12,12.97,3.55,0.348,8,good
4.84,19.59,10.93,2.87,0.603,8,good
5.24,19.35,11.62,2.8,0.526,8,good
6.61,8.51,8.59,3.14,0.769,8,good
7.43,14.84,14.89,3.75,0.361,8,good
5.97,7.57,12.66,2.97,0.406,8,good
4.96,13.75,10.0,2.96,0.315,8,good
5.06,16.3,12.1,3.38,0.517,8,good
6.48,18.99,8.77,3.71,0.439,8,good
3.02,8.6,14.76,3.8,0.735,8,good
6.1,15.88,9.22,3.05,0.602,8,good
4.78,6.05,12.54,2.91,0.607,8,good
6.97,19.82,9.72,4.12,0.566,8,good
3.46,1.49,13.02,3.16,0.346,8,good
5.94,12.47,13.44,3.99,0.523,8,good
5.4,13.53,12.71,4.01,0.8,8,good
6.21,14.07,12.3,3.88,0.718,8,good
3.32,3.29,14.25,3.04,0.747,8,good
5.9,18.83,8.55,3.95,0.712,8,good
5.81,4.44,10.32,3.88,0.352,7,good
5.8,12.83,9.74,3.64,0.414,8,good
6.02,5.23,14.92,3.27,0.302,8,good
6.38,6.84,10.73,3.17,0.452,8,good
7.02,11.38,13.13,2.97,0.354,8,good
4.35,8.93,12.79,3.51,0.536,8,good
7.13,4.04,9.48,3.62,0.639,8,good
5.49,4.25,9.67,3.3,0.737,7,good
3.39,8.94,9.97,3.47,0.675,8,good
3.29,15.39,10.88,3.31,0.769,8,good
4.67,18.06,9.64,3.7,0.327,8,good
6.92,2.6,8.14,4.06,0.306,5,bad
6.54,8.47,14.16,3.03,0.631,8,good
6.94,2.9,14.76,3.33,0.445,8,good
5.59,1.32,10.39,3.0,0.427,7,good
5.2,13.57,10.37,3.67,0.465,8,good
3.74,12.45,8.05,3.82,0.435,8,good
4.64,4.1,12.76,4.1,0.556,8,good
5.17,5.44,13.78,3.19,0.52,8,good
3.44,1.45,9.03,4.13,0.556,7,good
4.1,16.86,9.12,2.89,0.636,8,good
5.99,19.52,13.53,3.64,0.494,8,good
6.68,3.57,12.31,2.88,0.426,7,good
7.99,5.4,8.31,4.05,0.383,6,bad
7.67,17.5,12.36,3.54,0.475,8,good
6.21,18.6,10.16,3.74,0.671,8,good
5.11,8.97,10.58,3.96,0.678,8,good
6.18,1.96,13.39,3.01,0.633,8,good
6.93,1.75,13.68,2.85,0.417,8,good
3.59,11.91,10.8,4.03,0.594,8,good
5.05,8.47,14.63,3.24,0.585,8,good
7.2,1.54,10.85,2.98,0.542,7,good
4.92,12.08,13.4,3.46,0.575,8,good
5.86,1.21,11.39,3.64,0.546,8,good
5.94,15.96,14.28,2.84,0.583,8,good
3.92,6.82,14.35,3.18,0.658,8,good
4.81,1.76,8.61,2.85,0.355,7,good
4.67,12.18,14.56,3.39,0.675,8,good
3.13,8.56,13.78,4.05,0.368,8,good
3.12,19.5,13.54,4.18,0.333,8,good
7.16,11.34,9.41,3.69,0.788,8,good
4.37,6.23,13.64,3.03,0.778,8,good
5.59,14.48,13.95,4.07,0.33,8,good
4.49,6.16,10.02,3.52,0.522,8,good
7.7,18.18,14.67,3.02,0.393,8,good
4.3,8.12,8.35,4.09,0.543,8,good
5.15,11.45,9.05,3.86,0.715,8,good
7.36,1.96,11.76,3.82,0.775,6,bad
7.21,9.1,12.03,3.79,0.617,8,good
3.93,16.81,12.52,3.08,0.477,8,good
7.01,16.31,8.12,3.1,0.602,8,good
5.29,5.26,14.72,3.76,0.456,8,good
5.41,5.3,8.31,3.11,0.755,8,good
3.67,16.53,9.0,3.41,0.735,8,good
3.4,18.68,8.1,3.89,0.579,8,good
6.64,2.81,11.97,3.9,0.462,8,good
5.48,9.55,14.53,3.43,0.447,8,good
5.18,7.41,12.66,3.91,0.317,8,good
6.65,17.54,13.76,3.97,0.708,8,good
6.83,2.59,8.09,3.72,0.525,7,good
3.79,5.01,11.79,3.12,0.463,8,good
6.05,15.3,11.22,3.18,0.536,8,good
3.68,1.97,11.49,3.24,0.709,8,good
6.76,10.36,8.51,2.96,0.362,8,good
6.28,9.4,12.79,3.18,0.729,8,good
7.78,7.35,11.52,3.09,0.749,8,good
3.34,8.5,13.36,3.44,0.773,8,good
3.29,11.07,11.4,4.07,0.499,8,good
4.41,4.07,9.05,2.95,0.409,8,good
