Age,Department,DistanceFromHome,Education,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,Attrition
23,Research & Development,10.2,2,4,83400,3,No,16.1,3,0.1,0.0,No
27,Research & Development,12.6,4,3,42600,1,No,16.8,1,40.0,0.8,Yes
24,Research & Development,2.2,2,2,47000,3,No,13.7,3,15.5,3.9,Yes
51,Research & Development,43.7,4,4,49000,2,No,17.6,3,21.3,4.4,No
40,Sales,7.5,1,4,30300,1,No,12.6,2,3.3,1.8,No
22,Sales,0.5,1,1,45200,3,No,20.5,3,8.4,1.9,No
23,Research & Development,2.2,4,2,39500,0,Yes,24.5,2,5.6,4.0,No
58,Sales,10.5,3,2,45500,6,No,9.5,3,0.5,0.0,Yes
43,Sales,9.5,3,4,47300,4,Yes,13.2,4,0.3,0.0,No
24,Research & Development,3.0,3,3,49900,2,Yes,24.3,3,17.9,10.4,No
23,Sales,9.4,2,1,35000,2,No,8.7,3,3.0,0.1,No
51,Sales,5.1,4,3,31700,5,No,8.2,3,1.4,0.6,No
28,Sales,7.3,2,4,41300,4,No,14.9,3,1.3,4.6,No
58,Sales,14.7,4,2,26300,1,No,20.1,2,8.7,0.6,No
40,Sales,12.2,2,3,20000,1,Yes,15.5,2,6.2,6.3,No
22,Sales,1.9,3,1,33800,4,No,17.0,3,2.1,0.6,No
54,Sales,3.9,1,4,28100,3,Yes,13.7,3,1.4,2.3,No
50,Research & Development,1.5,4,3,64800,1,Yes,12.3,2,3.1,4.4,No
29,Sales,3.3,1,1,49300,1,No,16.9,4,2.3,1.8,No
29,Sales,16.7,4,3,60200,1,Yes,21.8,3,1.6,4.4,No
47,Research & Development,4.6,2,3,62200,3,No,12.7,4,1.6,6.8,No
40,Research & Development,16.4,3,3,45600,1,No,12.8,4,9.0,3.1,No
39,Sales,17.6,4,3,46200,7,Yes,18.5,4,8.5,2.9,No
57,Research & Development,2.9,2,1,23600,2,No,24.4,2,3.2,1.1,No
46,Research & Development,9.1,4,4,53600,2,No,10.0,1,16.8,5.4,No
32,Sales,0.9,3,3,30000,2,No,16.2,3,12.4,2.4,No
38,Sales,2.2,1,2,25700,3,No,12.3,3,13.4,0.0,No
30,Research & Development,11.6,4,3,32500,2,Yes,19.9,4,0.7,0.0,No
57,Research & Development,8.3,2,2,61000,2,No,11.9,3,10.2,1.0,No
39,Human Resources,1.6,2,3,23600,1,No,15.7,3,2.5,0.7,No
31,Research & Development,1.9,1,2,92700,1,No,20.1,3,5.7,1.6,No
23,Research & Development,7.2,2,2,35900,0,No,19.3,3,21.3,0.4,No
33,Research & Development,6.8,1,2,54200,1,No,10.1,2,1.9,4.0,Yes
36,Sales,6.2,1,3,61200,2,Yes,18.8,3,1.1,2.9,Yes
45,Sales,11.1,4,2,38200,2,No,21.8,3,2.8,0.2,No
46,Human Resources,16.5,1,4,34200,2,No,21.0,1,10.3,5.8,No
42,Research & Development,8.0,2,3,22900,1,No,12.7,3,2.5,0.4,No
32,Sales,12.8,1,2,42300,3,No,20.9,3,5.4,5.4,Yes
38,Sales,1.7,4,4,36900,1,Yes,14.9,3,2.2,2.0,Yes
46,Sales,4.2,3,3,20000,5,Yes,17.8,4,4.2,5.1,Yes
31,Sales,13.3,3,2,48300,2,Yes,23.5,3,3.1,1.0,Yes
25,Sales,8.3,3,2,59400,0,No,17.4,4,5.5,3.0,No
38,Human Resources,0.7,3,4,29300,0,No,15.5,3,11.0,4.1,No
45,Sales,5.4,3,4,23000,5,No,23.4,3,8.3,0.4,No
55,Research & Development,12.0,3,4,43200,5,No,23.7,2,13.3,0.9,No
56,Sales,13.0,2,2,31500,1,No,23.3,3,7.7,1.8,No
56,Sales,7.0,3,4,29200,3,No,24.0,4,13.2,1.8,No
23,Research & Development,7.0,2,2,37000,3,No,18.4,3,1.6,2.1,No
26,Research & Development,4.0,3,2,33700,5,Yes,21.9,3,0.9,0.0,No
55,Research & Development,34.5,2,3,53500,0,No,18.9,4,18.4,0.1,No
56,Research & Development,6.5,3,4,89900,4,Yes,9.8,3,11.2,3.6,No
42,Research & Development,7.0,1,2,39900,2,No,17.3,3,10.1,0.7,No
56,Sales,26.4,3,3,39700,5,No,19.4,4,6.9,5.1,No
55,Sales,5.5,2,2,59900,2,Yes,23.8,3,16.5,2.9,Yes
58,Sales,12.5,1,2,31700,1,No,12.4,3,9.6,0.9,No
22,Research & Development,7.9,1,3,57300,1,No,13.5,2,0.5,0.0,No
40,Sales,0.6,2,3,33800,5,Yes,12.5,2,6.2,3.6,No
53,Human Resources,24.8,2,2,28000,1,No,17.2,4,3.0,10.0,No
55,Research & Development,19.3,2,1,31100,0,Yes,20.9,3,6.4,5.4,Yes
40,Sales,1.5,1,2,21400,3,No,9.9,2,6.4,0.5,No
57,Research & Development,32.3,2,3,43700,8,No,19.6,3,4.0,0.3,No
27,Research & Development,5.1,4,2,48800,3,No,12.9,2,1.4,2.1,No
32,Sales,2.6,3,4,30900,4,Yes,13.9,3,7.3,0.7,No
50,Sales,1.2,4,3,21200,1,No,16.3,4,6.9,0.6,Yes
40,Research & Development,3.6,4,3,82400,7,No,21.3,4,1.8,1.4,No
50,Human Resources,15.6,2,2,20000,2,No,9.1,2,0.6,0.0,No
30,Human Resources,48.4,3,3,46100,1,Yes,11.3,3,8.0,2.5,No
26,Research & Development,11.7,3,4,83200,2,Yes,24.7,3,4.8,3.3,Yes
51,Sales,16.0,3,2,21500,2,No,13.5,3,4.8,5.3,No
41,Research & Development,24.6,3,2,62500,0,No,10.7,4,2.6,4.9,No
28,Sales,2.6,1,3,58000,7,Yes,19.1,3,18.6,0.5,Yes
41,Sales,15.0,3,2,44800,4,No,17.4,2,10.9,2.6,No
54,Research & Development,1.5,1,3,38500,1,No,14.6,3,6.1,4.3,No
42,Human Resources,28.6,1,1,23100,3,No,20.3,3,17.2,4.9,Yes
27,Research & Development,1.7,3,4,52000,4,No,16.4,3,4.6,6.5,No
56,Research & Development,10.6,3,2,51400,5,No,21.3,4,6.0,0.5,Yes
50,Sales,8.6,1,3,23600,1,Yes,15.1,3,14.5,1.9,No
31,Human Resources,22.9,3,2,20000,1,No,11.0,4,1.9,2.5,Yes
38,Research & Development,17.5,4,1,20000,2,No,10.8,2,18.1,1.5,No
55,Sales,33.0,3,3,20000,4,No,20.6,4,13.4,3.1,No
50,Research & Development,25.1,2,2,59000,2,Yes,23.9,1,8.9,1.7,No
52,Research & Development,6.5,2,3,33000,3,No,13.4,3,2.4,0.8,No
28,Research & Development,12.1,4,1,40800,2,No,21.6,1,1.2,2.9,No
51,Human Resources,2.1,4,4,34600,3,No,13.5,3,0.6,0.0,No
56,Research & Development,6.1,2,2,29900,2,No,24.5,1,0.1,0.0,No
58,Sales,1.8,2,4,26200,1,Yes,15.6,4,7.9,5.1,No
23,Research & Development,6.4,3,3,38600,1,Yes,11.3,3,22.4,0.5,No
36,Research & Development,24.7,1,3,43600,0,No,13.0,3,4.6,0.6,No
56,Sales,12.2,2,2,40600,5,No,23.1,3,10.5,7.6,No
27,Research & Development,3.9,2,2,20000,3,Yes,20.0,3,17.0,5.9,Yes
50,Research & Development,3.5,2,3,68400,3,No,19.8,3,9.5,2.3,No
35,Research & Development,0.5,3,4,47000,2,No,13.9,3,15.6,16.8,No
26,Research & Development,5.9,1,1,96800,2,Yes,13.6,2,13.5,4.7,No
36,Research & Development,6.8,4,4,59900,5,No,12.0,3,3.9,3.4,Yes
55,Research & Development,5.4,2,3,38800,5,Yes,22.4,3,2.6,2.0,No
33,Research & Development,20.1,4,3,69700,3,No,17.1,3,3.1,2.4,No
44,Human Resources,5.5,2,4,51200,0,No,16.9,4,16.4,0.1,No
24,Human Resources,3.1,2,2,20000,5,Yes,17.5,3,15.6,1.8,Yes
37,Sales,6.8,2,3,71000,5,No,17.1,3,10.5,3.7,No
47,Sales,1.1,3,3,52700,3,No,11.5,2,9.3,2.4,No
40,Sales,19.9,1,3,33000,3,No,14.9,3,2.5,5.2,No
35,Human Resources,12.5,4,3,37300,7,No,15.8,3,0.0,0.0,No
26,Sales,5.2,3,3,30300,5,No,22.9,2,8.6,24.9,No
42,Research & Development,16.7,3,2,33400,2,No,17.5,3,6.1,1.1,No
59,Research & Development,21.2,1,4,63200,0,No,19.0,1,5.0,9.4,No
39,Sales,2.8,3,1,52100,3,No,9.2,3,3.2,2.2,No
54,Research & Development,5.9,3,3,51800,1,No,11.0,2,0.5,0.0,No
38,Sales,6.4,4,4,41200,1,No,22.8,4,7.4,9.3,No
51,Research & Development,0.5,2,3,58500,1,No,10.9,3,1.7,5.5,No
47,Sales,8.2,2,2,28100,1,No,24.5,4,3.5,2.0,No
42,Sales,9.3,3,2,21600,2,No,11.3,3,15.9,1.0,No
57,Research & Development,48.2,2,3,30100,2,No,8.2,3,0.4,0.0,No
39,Sales,4.2,1,1,30000,2,Yes,12.5,3,8.2,0.3,Yes
24,Research & Development,58.9,3,3,52900,1,Yes,9.0,2,2.6,5.7,No
26,Sales,12.4,2,2,71300,4,No,16.5,3,4.2,2.9,No
26,Sales,7.5,2,1,29600,1,No,20.6,4,14.6,0.5,No
46,Human Resources,4.5,3,2,49200,2,Yes,13.6,3,1.7,0.3,Yes
53,Research & Development,1.3,3,2,20000,2,No,23.4,3,1.0,3.6,No
40,Research & Development,5.9,4,1,38400,1,No,16.0,4,0.3,0.0,No
24,Sales,4.0,1,3,39100,3,No,8.7,4,0.2,0.0,No
36,Human Resources,9.4,4,1,51600,0,No,8.6,3,6.3,4.3,No
52,Research & Development,6.4,2,3,65700,2,No,17.8,3,2.9,6.5,No
56,Human Resources,15.3,3,1,40800,3,No,12.1,4,19.5,6.7,No
54,Human Resources,10.3,3,1,47400,1,No,17.2,4,0.4,0.0,No
31,Research & Development,15.0,4,1,36000,0,Yes,17.9,3,7.3,3.5,No
42,Research & Development,8.0,2,3,51100,4,No,15.9,4,3.3,4.8,No
57,Research & Development,0.5,4,3,40700,3,Yes,17.2,4,24.4,3.1,No
48,Sales,3.6,4,2,24600,1,No,11.1,3,0.0,0.0,Yes
34,Human Resources,5.8,2,1,28400,1,No,17.4,3,11.6,3.1,No
24,Research & Development,18.3,4,4,47300,5,No,23.8,4,4.6,4.1,No
23,Research & Development,1.1,3,3,35200,10,No,14.2,3,10.4,2.4,No
26,Sales,2.7,3,3,20400,4,No,23.2,3,2.1,3.7,No
36,Research & Development,1.4,2,3,43300,3,No,22.5,4,5.6,3.0,No
44,Research & Development,16.6,2,4,36500,4,No,21.6,3,10.9,8.8,No
34,Research & Development,1.4,4,3,42500,3,No,17.3,4,0.2,0.0,No
32,Research & Development,9.7,2,4,67700,1,No,13.6,2,1.8,6.3,No
26,Human Resources,13.5,3,2,36500,3,Yes,8.1,3,7.2,0.2,No
58,Research & Development,4.3,2,2,38400,1,No,21.7,3,7.8,2.3,No
32,Sales,0.0,3,3,37000,1,No,24.9,3,0.2,0.0,No
38,Human Resources,1.8,3,2,42800,1,No,20.3,4,11.5,2.2,Yes
35,Sales,6.4,4,3,48000,3,Yes,23.1,3,5.7,2.1,No
34,Research & Development,0.3,3,3,76600,2,No,13.1,3,0.9,0.0,No
59,Research & Development,2.3,3,2,23500,4,No,10.4,3,8.0,0.1,No
50,Human Resources,13.6,3,4,27800,2,Yes,15.5,3,8.6,1.0,No
44,Sales,18.5,3,4,33400,2,Yes,11.5,3,7.6,0.1,No
38,Research & Development,16.0,1,2,20000,3,No,22.8,3,1.9,2.4,No
40,Sales,7.0,4,3,34600,1,Yes,13.2,3,3.8,0.5,No
43,Research & Development,38.7,2,2,34500,5,Yes,21.4,3,2.5,4.7,No
56,Research & Development,49.7,4,3,54700,3,No,23.9,2,2.9,4.0,No
53,Sales,38.3,1,4,32800,3,No,24.8,3,0.9,0.0,No
53,Sales,12.6,2,4,37500,6,Yes,19.6,3,5.0,0.1,No
44,Sales,10.8,3,2,36200,3,No,9.7,2,6.9,2.3,No
25,Human Resources,14.5,4,2,28400,3,Yes,22.0,3,6.3,7.8,Yes
48,Research & Development,13.5,2,4,29900,2,No,19.3,4,11.4,0.1,No
28,Research & Development,1.2,2,2,27800,3,Yes,15.6,3,2.0,5.4,No
45,Sales,1.4,3,2,50100,0,Yes,15.4,2,2.2,11.6,Yes
24,Research & Development,0.3,3,3,49900,4,No,21.6,3,7.6,2.1,No
37,Research & Development,23.8,3,2,37900,4,Yes,17.3,3,7.2,0.7,Yes
37,Research & Development,4.1,2,4,40300,2,No,20.8,2,2.3,7.6,No
50,Sales,10.9,1,4,26500,2,Yes,22.3,3,3.4,1.8,No
58,Human Resources,3.5,4,2,31400,2,No,18.7,4,1.0,1.3,No
23,Research & Development,0.5,3,3,40100,3,No,12.9,4,0.8,0.0,No
32,Sales,6.3,2,2,47600,4,Yes,22.1,3,8.6,1.3,No
53,Sales,7.3,2,2,20000,0,No,8.9,2,4.9,1.8,Yes
53,Sales,8.2,2,3,32100,3,No,9.2,3,5.7,3.7,No
29,Sales,13.1,3,4,51600,2,No,17.6,4,1.2,7.3,No
38,Research & Development,13.7,3,3,45800,0,Yes,18.9,3,11.2,3.2,No
31,Research & Development,10.8,3,4,54300,2,No,24.1,3,0.4,0.0,No
50,Research & Development,1.6,1,3,35000,1,No,17.9,3,11.8,0.0,No
59,Human Resources,44.9,1,3,22000,4,No,17.7,3,23.2,3.8,No
59,Research & Development,8.2,4,4,38600,2,Yes,22.1,2,6.6,1.3,No
34,Human Resources,14.5,3,3,26100,3,No,14.1,3,8.1,13.5,Yes
52,Research & Development,2.0,2,1,44600,1,No,15.3,4,2.6,2.2,Yes
33,Research & Development,7.4,4,4,33300,5,No,20.5,3,9.2,1.4,No
44,Sales,0.2,2,2,73500,6,No,9.6,3,3.7,4.6,No
47,Research & Development,2.7,3,3,89900,3,No,10.6,2,5.0,2.1,No
22,Research & Development,16.1,3,3,72700,2,No,22.5,4,1.4,1.1,No
37,Research & Development,4.9,2,1,42200,4,No,18.5,3,2.7,0.2,Yes
27,Research & Development,4.5,1,4,30300,2,No,9.1,2,0.6,0.0,No
51,Research & Development,7.3,4,3,38400,1,No,19.7,3,2.0,8.7,No
34,Research & Development,9.0,2,4,26300,2,No,23.0,3,4.1,5.2,No
38,Research & Development,2.0,2,2,89400,1,Yes,21.4,4,0.7,0.0,No
52,Research & Development,14.1,3,3,35100,0,No,23.2,3,1.8,0.9,No
28,Sales,3.4,4,3,29800,4,No,12.9,3,1.1,2.0,Yes
32,Research & Development,3.4,1,3,33200,1,No,24.3,2,5.6,1.0,No
54,Sales,28.0,1,2,76700,2,No,8.8,3,3.0,3.3,No
40,Research & Development,4.2,4,3,34000,1,Yes,13.3,3,8.2,5.4,No
30,Sales,2.1,1,4,57800,2,No,13.5,4,11.1,9.0,No
28,Research & Development,1.1,2,1,33400,0,No,10.1,3,3.8,0.0,No
48,Research & Development,11.8,3,4,53200,1,No,16.2,1,7.1,11.6,No
42,Sales,0.9,4,3,39700,1,No,16.2,3,0.1,0.0,No
52,Research & Development,17.2,1,3,42000,4,No,22.0,2,12.4,2.1,No
45,Research & Development,3.4,1,4,48700,1,No,12.0,2,9.7,2.6,No
35,Sales,3.5,1,2,22800,2,No,19.4,3,2.4,1.7,No
58,Research & Development,2.5,3,1,43800,0,No,17.7,3,16.4,3.0,No
33,Sales,2.8,2,4,61400,4,No,19.2,1,9.0,1.7,No
32,Research & Development,14.9,3,3,71800,6,No,14.0,3,10.3,4.5,No
22,Sales,18.8,3,2,24600,2,Yes,17.4,4,4.1,2.7,No
44,Research & Development,2.5,2,2,47500,0,No,16.9,2,8.3,0.1,No
48,Research & Development,21.5,4,4,31200,5,Yes,9.6,4,8.5,6.3,Yes
55,Sales,2.3,4,2,40400,1,Yes,10.8,2,22.4,0.0,No
23,Human Resources,4.6,1,3,26700,3,Yes,23.2,3,0.1,0.0,No
29,Research & Development,22.5,3,3,32000,1,No,15.5,2,1.0,1.1,No
35,Research & Development,5.3,2,4,71500,0,Yes,15.9,4,2.5,5.0,No
33,Research & Development,3.7,3,3,45000,2,No,13.6,2,1.9,0.9,No
56,Research & Development,4.2,2,4,36700,1,No,23.8,3,4.4,4.0,No
37,Research & Development,2.0,2,4,50100,2,Yes,20.3,3,2.3,0.5,No
29,Research & Development,1.8,4,4,56500,2,No,9.4,1,15.5,0.6,No
44,Research & Development,20.9,2,3,29800,2,Yes,23.9,2,9.9,0.7,No
37,Research & Development,2.0,2,1,42600,3,No,14.0,3,6.4,0.6,No
23,Research & Development,0.8,1,4,28900,2,No,18.5,4,2.2,0.4,No
36,Research & Development,5.1,1,4,47700,1,No,15.3,4,32.0,0.8,No
32,Research & Development,31.3,3,3,32800,2,Yes,17.5,4,0.1,0.0,No
27,Research & Development,2.0,4,4,29300,0,Yes,13.5,3,3.5,5.8,No
22,Research & Development,14.6,1,2,48600,1,No,22.1,3,10.4,7.6,No
57,Research & Development,15.0,3,3,33500,1,No,13.9,3,3.8,5.0,No
46,Sales,2.9,1,2,50400,1,No,15.1,4,1.4,4.8,No
36,Research & Development,22.8,1,4,32100,4,No,16.1,4,0.3,0.0,No
44,Research & Development,13.2,3,3,41700,2,No,8.7,3,2.1,1.7,No
52,Sales,2.2,3,3,21000,2,Yes,24.5,4,10.5,0.0,No
24,Research & Development,3.2,4,4,35500,4,No,20.1,3,3.4,0.9,No
36,Research & Development,7.3,2,2,66800,1,No,16.7,3,6.1,8.2,No
57,Human Resources,1.3,2,3,20000,1,No,19.5,3,1.5,1.2,No
32,Research & Development,9.2,4,2,26100,4,No,11.1,3,3.4,8.8,Yes
26,Research & Development,5.6,3,4,40500,4,No,19.7,3,14.3,8.3,No
49,Research & Development,0.5,4,1,73500,1,No,13.1,3,25.0,2.3,Yes
24,Human Resources,9.6,1,4,29900,0,No,17.8,4,6.1,0.5,No
29,Sales,17.4,3,3,33800,3,No,21.8,3,1.5,0.6,No
41,Sales,7.6,2,2,37200,3,No,13.7,3,9.7,5.3,Yes
31,Research & Development,8.4,3,2,50800,1,No,22.8,3,5.6,2.2,Yes
56,Research & Development,16.9,2,4,26100,4,No,20.5,4,18.5,0.0,No
41,Research & Development,20.2,1,4,74300,1,Yes,12.1,3,6.5,9.8,No
40,Sales,3.5,3,1,36300,4,Yes,20.0,2,4.9,3.3,No
59,Research & Development,19.1,3,3,23600,2,No,19.1,3,2.3,3.4,No
35,Sales,12.0,4,2,35000,3,Yes,9.3,3,1.3,1.3,No
29,Human Resources,8.3,3,1,22300,3,No,24.1,3,0.3,0.0,No
39,Research & Development,1.9,4,4,38600,1,No,15.7,2,0.0,0.0,No
40,Research & Development,2.4,1,3,41000,6,No,19.4,3,8.1,2.2,No
37,Human Resources,18.2,3,2,28700,2,No,14.7,2,1.4,0.9,No
35,Sales,0.2,2,3,39400,1,No,10.1,4,1.8,9.2,Yes
24,Human Resources,0.6,2,1,32700,4,No,12.5,3,1.2,0.8,No
58,Sales,9.2,3,1,23000,2,No,15.6,1,1.7,5.2,Yes
45,Sales,18.1,2,4,53200,1,Yes,21.6,4,1.9,10.2,No
32,Human Resources,6.2,2,2,49700,6,No,16.4,2,2.8,0.9,No
55,Research & Development,3.5,1,4,52200,1,Yes,8.3,2,0.4,0.0,No
50,Research & Development,4.7,2,3,41800,3,No,10.2,3,2.3,3.8,No
58,Research & Development,0.5,1,3,79600,4,Yes,12.9,4,11.0,1.1,No
57,Research & Development,0.8,1,4,58100,2,No,11.6,3,0.8,0.0,No
44,Research & Development,0.4,2,4,67500,2,No,19.3,3,1.0,6.8,No
37,Research & Development,10.6,2,2,40300,4,No,15.2,3,0.9,0.0,No
33,Human Resources,7.9,4,2,31000,0,No,23.7,3,2.1,0.4,Yes
36,Sales,0.2,1,1,49800,2,No,23.4,3,10.7,4.3,No
56,Human Resources,33.6,3,4,22300,1,No,13.6,4,3.5,1.0,No
45,Research & Development,2.6,1,3,59400,3,Yes,19.6,3,4.8,1.5,Yes
34,Research & Development,14.9,3,3,42600,3,Yes,13.7,3,4.2,0.9,No
29,Sales,13.7,3,3,46800,3,No,10.5,4,4.8,4.6,No
48,Research & Development,9.1,3,2,56200,8,Yes,20.8,3,13.2,2.3,No
49,Research & Development,16.7,1,2,45000,3,No,22.9,4,12.3,2.9,No
28,Research & Development,2.2,1,3,45700,2,No,16.4,2,0.6,0.0,No
52,Research & Development,23.2,1,2,43800,3,No,21.3,3,1.7,1.6,Yes
25,Research & Development,24.4,1,2,42000,2,Yes,18.1,4,1.9,0.3,Yes
33,Human Resources,1.5,3,3,44000,4,No,8.7,3,11.2,3.0,No
25,Sales,21.4,3,2,25400,2,No,24.5,4,4.8,1.5,No
24,Research & Development,3.4,3,2,71800,2,No,18.4,3,2.5,2.8,Yes
43,Research & Development,5.3,4,3,26700,3,No,21.2,2,0.5,0.0,No
27,Research & Development,7.9,3,4,27600,2,No,24.0,3,6.9,19.2,No
54,Sales,17.9,4,2,28200,3,No,14.4,2,1.6,4.4,Yes
33,Sales,20.0,1,3,36800,2,No,20.2,3,2.7,0.4,No
24,Sales,4.8,3,2,49100,5,Yes,16.6,3,18.6,3.7,No
30,Research & Development,10.1,1,3,48200,1,No,11.8,3,3.4,0.9,No
50,Human Resources,0.3,2,2,20000,4,No,13.6,4,1.9,2.2,Yes
54,Research & Development,17.7,4,3,39400,2,No,24.3,3,8.0,1.0,No
25,Sales,30.3,3,2,38000,2,Yes,16.3,1,0.8,0.0,Yes
46,Sales,11.9,3,4,35600,2,No,23.8,3,2.3,9.3,No
56,Human Resources,6.9,3,3,24200,2,No,22.2,2,6.3,0.4,No
57,Research & Development,0.8,1,2,51300,3,No,13.8,4,3.3,3.6,No
29,Sales,12.2,3,3,32000,3,No,12.2,3,5.0,5.4,No
55,Research & Development,8.9,3,2,37200,5,No,19.0,1,3.6,0.3,Yes
50,Research & Development,5.6,1,3,35100,4,No,8.1,4,5.0,8.4,No
55,Research & Development,7.6,2,4,61600,4,Yes,14.1,3,8.2,4.2,No
44,Research & Development,15.0,4,2,23200,3,No,13.0,2,8.3,7.3,No
22,Sales,20.2,3,2,66700,0,No,21.7,2,2.8,1.0,No
23,Research & Development,1.0,4,3,42800,0,No,13.3,3,2.8,0.4,No
43,Research & Development,16.0,2,4,47100,1,No,18.0,3,5.3,13.1,No
57,Research & Development,4.3,2,3,36100,1,No,14.3,3,11.7,0.4,No
37,Research & Development,5.5,3,3,20000,2,No,22.5,3,22.9,3.3,No
35,Research & Development,14.6,2,3,54600,1,No,21.0,2,2.1,2.3,No
26,Research & Development,16.0,3,1,50900,1,No,20.8,3,6.6,3.7,No
33,Sales,0.5,3,2,27800,1,No,8.4,3,0.0,0.0,No
23,Research & Development,9.6,3,4,49600,2,No,8.5,3,1.9,3.9,No
55,Research & Development,2.2,3,2,48500,4,No,10.5,2,8.1,2.5,Yes
39,Sales,13.4,1,1,112800,2,No,18.0,2,10.5,0.0,Yes
27,Sales,14.7,3,3,38900,0,Yes,16.0,3,4.7,0.9,No
33,Human Resources,26.6,4,4,26300,4,No,12.8,4,35.4,0.3,No
49,Research & Development,3.7,3,3,41000,5,No,14.4,4,4.4,3.9,No
28,Sales,13.3,3,3,37900,1,Yes,12.4,4,0.7,0.0,No
59,Sales,22.0,3,2,20000,3,No,9.0,1,3.4,2.7,No
30,Human Resources,2.1,3,3,21400,2,No,19.1,2,6.0,2.7,No
41,Research & Development,7.7,1,2,34600,3,No,14.6,3,5.7,1.0,No
33,Research & Development,4.0,1,3,59900,1,No,22.9,4,14.9,0.5,No
38,Research & Development,20.4,2,3,52400,3,No,24.1,2,1.2,2.5,No
57,Sales,9.9,2,4,25100,3,Yes,14.1,3,1.5,1.8,No
22,Human Resources,0.7,4,3,37400,4,Yes,14.4,1,8.3,1.6,No
34,Sales,3.4,3,1,31900,4,No,8.8,4,1.4,9.7,No
43,Human Resources,22.8,3,2,45800,1,Yes,12.8,2,14.6,10.3,Yes
31,Research & Development,7.8,3,4,90600,4,No,18.9,2,8.8,11.5,No
39,Sales,0.1,3,3,33500,7,No,18.0,3,2.5,0.3,No
32,Research & Development,8.1,1,1,35600,3,Yes,18.0,3,1.1,9.9,No
29,Sales,1.5,3,3,38700,4,No,18.1,1,3.1,4.0,No
56,Sales,8.7,2,3,20000,3,No,22.3,3,5.9,1.8,No
57,Research & Development,8.1,3,3,46100,1,No,11.3,4,2.1,0.0,Yes
48,Research & Development,0.9,1,4,22400,2,No,15.8,3,3.7,2.8,No
36,Human Resources,2.7,3,4,35300,1,Yes,19.5,4,14.1,11.5,No
23,Research & Development,1.9,2,3,71800,3,No,9.8,3,0.8,0.0,No
26,Sales,4.2,3,1,42500,2,No,20.7,3,9.7,0.4,No
38,Research & Development,21.9,3,1,20000,3,No,13.7,3,0.3,0.0,Yes
32,Research & Development,9.1,3,3,83900,3,No,22.6,3,2.4,1.3,No
54,Sales,3.3,4,2,38600,3,No,10.7,2,1.4,0.2,Yes
59,Research & Development,7.7,1,1,30800,2,Yes,14.0,4,5.2,0.3,No
45,Sales,16.4,3,2,51400,3,No,14.0,4,3.4,1.3,No
58,Research & Development,15.0,3,2,48000,2,No,23.9,4,2.3,5.1,Yes
27,Research & Development,43.2,4,4,38600,2,No,9.1,4,2.6,0.1,No
52,Research & Development,1.7,3,4,43800,4,Yes,24.4,2,1.6,4.3,No
32,Research & Development,10.6,2,3,31400,2,No,16.9,3,3.6,0.3,No
23,Research & Development,7.2,3,4,33900,2,No,12.6,3,14.9,7.4,No
51,Human Resources,5.6,3,3,31700,2,No,18.2,3,1.5,0.0,No
55,Research & Development,10.0,1,4,40700,3,Yes,10.8,3,0.9,0.0,No
43,Research & Development,67.2,2,2,43200,0,No,23.9,4,1.0,0.3,No
22,Sales,22.8,4,3,34100,2,No,12.5,1,9.5,14.4,No
58,Human Resources,8.7,3,2,25200,7,No,22.7,2,18.6,5.9,No
24,Research & Development,0.7,3,3,38100,1,No,24.7,4,14.4,2.6,No
28,Sales,20.0,3,4,40200,4,Yes,8.3,3,2.4,4.8,No
44,Research & Development,2.1,4,2,31000,4,No,9.1,3,1.3,0.6,Yes
59,Sales,10.7,3,1,31900,7,No,8.7,3,0.0,0.0,Yes
32,Research & Development,12.3,3,4,56000,3,No,22.0,4,0.5,0.0,No
25,Sales,9.1,2,4,32100,3,No,22.7,3,5.7,0.6,No
22,Human Resources,0.8,3,3,40900,6,No,13.0,3,15.8,0.7,No
37,Research & Development,17.1,2,1,36600,0,Yes,12.9,3,2.1,6.2,No
59,Sales,4.2,3,1,44300,5,Yes,8.8,3,2.5,4.2,No
30,Sales,1.0,2,3,36600,2,No,8.9,2,3.2,8.4,No
33,Human Resources,14.2,3,2,20000,6,No,24.9,4,1.4,1.6,Yes
30,Human Resources,3.7,2,3,20300,1,Yes,24.5,4,16.4,0.4,No
38,Research & Development,1.2,1,4,53200,1,Yes,8.5,3,1.3,3.1,No
39,Research & Development,0.6,4,1,51900,0,No,15.4,2,3.7,4.9,No
47,Human Resources,44.9,4,2,24100,6,Yes,16.9,3,0.4,0.0,No
45,Human Resources,17.6,3,2,21000,3,Yes,19.4,3,2.3,0.9,No
39,Sales,14.8,2,4,37400,2,No,23.0,3,0.8,0.0,No
29,Research & Development,7.0,3,2,24400,2,Yes,17.2,3,11.3,0.9,No
46,Research & Development,2.4,4,4,34900,2,No,24.0,2,11.1,0.3,No
57,Sales,16.1,2,3,42000,6,Yes,19.8,3,0.8,0.0,Yes
36,Research & Development,10.1,1,4,35200,1,No,11.7,3,15.7,4.1,No
42,Research & Development,10.1,4,3,75900,0,No,15.8,3,6.5,3.7,No
57,Research & Development,3.0,1,3,59800,3,No,22.4,2,5.0,3.1,No
47,Research & Development,0.9,3,3,40900,4,Yes,12.1,4,2.3,0.1,No
