Age,Income,CreditScore,AccountAgeMonths,NumTransactions,AvgTransactionAmount,CustomerTier,Region,Feedback,SignupDate,Target,IsDrifted
40.9,,583.8,4.4,5,10.33,Bronze,West,Good,2021-11-02,1,1
55.2,66.43,,3.5,6,19.36,Bronze,West,Good,2021-09-18,0,1
73.4,20.68,622.6,0.7,8,20.36,Bronze,North,Good,2021-11-11,0,1
62.3,52.72,645.8,2.3,7,11.57,Bronze,North,Average,2021-01-06,1,1
73.4,33.22,527.8,0.3,5,3.48,Bronze,East,Average,2021-12-22,0,1
41.8,84.69,591.1,8.8,8,2.75,Bronze,East,Average,2020-06-14,0,1
78.3,50.89,611.6,0.5,8,7.72,Bronze,South,Poor,2020-05-02,0,1
73.6,,669.4,1.2,8,7.95,Silver,East,Good,2020-12-26,0,1
66.6,,549.1,0.4,3,14.63,Silver,North,Average,2020-08-13,0,1
44.2,37.78,575.9,0.3,6,24.2,Platinum,East,Average,2020-04-18,0,1
46.2,74.57,710.2,1.7,7,14.37,Bronze,North,Good,2020-11-27,0,1
57.7,87.38,668.5,0.4,10,18.97,Bronze,West,Good,2022-02-26,0,1
69.1,44.02,709.5,5.9,6,11.87,Bronze,South,Poor,2020-02-13,0,1
60.1,34.01,655.1,1.1,7,3.91,Bronze,East,Good,2021-04-03,0,1
67.1,66.11,706.4,1.8,6,21.38,Silver,East,Average,2020-01-27,1,1
67.8,64.5,667.4,0.0,11,5.87,Bronze,North,Poor,2020-06-01,0,1
47.0,67.54,708.7,1.4,4,23.78,Platinum,West,Poor,2020-01-11,1,1
71.7,47.48,619.2,0.4,5,11.11,Bronze,North,Average,2020-02-25,0,1
50.8,30.28,632.6,3.5,6,10.08,Bronze,East,Good,2021-02-24,1,1
83.2,45.6,726.4,0.7,9,8.3,Bronze,South,Poor,2022-01-26,1,1
76.7,,727.3,0.0,11,11.17,Bronze,West,Poor,2021-10-14,1,1
35.3,63.27,693.3,1.3,5,17.48,Bronze,North,Poor,2020-09-14,0,1
53.0,54.23,658.2,1.5,6,8.75,Gold,North,Poor,2021-01-25,0,1
35.1,45.0,650.5,4.7,7,20.31,Platinum,South,Good,2021-12-01,0,1
36.0,49.51,648.0,3.8,14,7.67,Bronze,South,Good,2022-01-07,0,1
53.9,38.57,670.4,12.1,11,18.19,Bronze,East,Average,2020-04-26,0,1
55.8,39.94,611.4,0.3,12,11.02,Gold,East,Poor,2020-04-25,0,1
59.6,118.14,689.4,1.2,9,23.55,Bronze,North,Average,2022-01-10,0,1
36.1,45.65,635.7,4.1,7,24.59,Silver,East,Average,2021-07-19,0,1
70.5,40.97,599.8,6.1,8,7.45,Gold,East,Good,2020-12-02,0,1
56.7,51.82,616.6,1.8,9,32.18,Bronze,North,Good,2021-05-11,0,1
25.8,81.46,679.2,0.4,3,18.72,Bronze,East,Poor,2020-11-17,0,1
51.9,53.35,639.8,1.1,6,9.41,Gold,East,Average,2021-07-10,0,1
75.8,19.56,528.2,0.8,7,5.06,Platinum,North,Poor,2021-01-21,0,1
55.3,50.29,596.3,0.6,4,6.83,Bronze,North,Good,2020-04-26,0,1
58.9,29.35,760.2,0.8,7,17.35,Gold,West,Average,2020-10-02,0,1
44.7,133.54,568.6,0.7,12,14.05,Bronze,South,Good,2021-11-26,0,1
55.4,34.24,629.9,8.1,8,15.47,Bronze,North,Poor,2021-10-31,0,1
86.5,37.92,,3.7,4,2.19,Gold,South,Good,2021-11-29,0,1
30.5,50.13,823.4,9.3,7,9.48,Bronze,West,Average,2021-06-03,0,1
61.0,106.11,675.2,2.7,7,13.08,Silver,South,Average,2020-08-06,0,1
42.2,68.11,682.2,0.7,8,27.59,Platinum,East,Average,2020-07-05,0,1
55.6,66.47,652.1,0.2,7,4.61,Silver,North,Average,2020-07-16,0,1
68.1,56.2,522.2,0.2,4,7.19,Bronze,West,Good,2021-08-25,0,1
47.9,39.9,675.9,2.0,10,12.31,Bronze,South,Poor,2021-12-13,0,1
26.9,37.53,666.0,1.2,9,29.99,Bronze,East,Average,2021-07-09,0,1
60.3,54.85,663.5,0.4,4,23.98,Platinum,West,Average,2021-09-25,1,1
24.3,84.01,697.9,0.0,7,16.56,Bronze,East,Good,2021-11-01,1,1
,97.19,598.4,4.5,10,29.35,Bronze,East,Average,2020-03-07,1,1
44.8,46.99,624.7,2.9,11,24.55,Bronze,South,Poor,2021-11-29,0,1
62.4,48.57,644.9,3.0,8,5.9,Gold,North,Poor,2021-07-18,0,1
60.3,60.21,586.6,3.6,9,19.25,Gold,North,Average,2020-02-03,0,1
60.9,68.84,,7.2,6,9.4,Bronze,East,Average,2020-05-09,1,1
67.6,40.86,593.1,13.0,2,13.41,Gold,North,Poor,2020-08-16,0,1
60.8,69.31,667.0,1.7,9,5.27,Bronze,East,Average,2021-08-26,0,1
47.5,49.72,526.0,2.0,12,11.32,Silver,North,Good,2021-09-22,1,1
77.4,58.7,591.9,1.4,7,20.84,Gold,North,Average,2021-09-27,0,1
63.6,135.28,630.6,2.3,7,17.3,Bronze,South,Average,2020-03-07,0,1
44.0,132.85,,2.2,7,9.67,Bronze,West,Average,2020-11-08,0,1
35.9,50.72,630.3,0.5,8,26.17,Gold,South,Good,2022-03-06,0,1
49.8,50.89,696.0,4.3,6,5.2,Bronze,East,Average,2020-08-12,0,1
37.7,42.88,591.3,0.9,7,10.99,Bronze,North,Poor,2020-02-11,0,1
65.2,22.7,637.8,1.1,5,44.34,Silver,North,Average,2021-05-05,0,1
47.0,75.29,521.6,3.0,7,25.32,Bronze,South,Average,2022-02-11,0,1
54.7,30.82,664.7,2.5,5,12.51,Bronze,North,Poor,2020-05-05,0,1
61.4,45.08,639.6,0.3,11,5.49,Platinum,North,Poor,2020-02-16,0,1
68.6,46.68,545.8,1.0,9,25.94,Bronze,North,Poor,2020-06-23,0,1
23.7,44.28,637.7,0.5,5,21.77,Bronze,East,Poor,2021-12-28,1,1
65.5,28.33,626.3,4.3,9,11.26,Bronze,North,Good,2020-06-16,0,1
55.1,84.09,736.1,3.5,10,5.18,Silver,South,Average,2021-02-04,0,1
37.8,61.75,631.8,1.4,5,23.87,Gold,South,Poor,2021-11-20,1,1
31.4,73.74,684.0,0.1,9,17.41,Silver,East,Average,2021-03-23,0,1
,127.92,725.1,4.5,10,12.68,Bronze,East,Good,2021-07-20,0,1
62.8,46.86,686.7,1.1,8,25.27,Bronze,North,Average,2021-12-12,0,1
61.9,43.56,630.1,2.6,7,9.03,Gold,North,Average,2021-03-21,0,1
72.3,57.8,632.6,4.5,11,11.33,Gold,South,Average,2020-03-30,0,1
58.2,41.89,581.3,1.7,8,7.89,Bronze,West,Poor,2021-07-27,1,1
69.9,41.04,,1.8,6,7.58,Gold,East,Poor,2021-06-18,0,1
78.9,72.16,685.3,3.3,4,5.53,Silver,North,Poor,2020-05-09,0,1
43.2,83.21,579.7,0.8,12,13.17,Gold,East,Average,2021-06-24,0,1
9.4,68.48,715.2,6.3,11,6.6,Bronze,East,Good,2020-02-16,0,1
49.9,36.39,581.9,0.2,3,2.99,Bronze,South,Average,2021-10-09,0,1
49.1,23.62,,1.1,14,20.33,Gold,East,Poor,2020-01-20,0,1
43.7,233.04,709.1,9.8,12,7.9,Bronze,East,Poor,2021-03-31,1,1
27.8,49.52,694.8,5.6,7,8.63,Silver,East,Poor,2021-09-12,0,1
48.0,34.6,,4.6,7,26.85,Silver,North,Average,2021-01-22,0,1
53.9,74.34,708.7,6.7,9,10.56,Bronze,North,Average,2021-09-29,0,1
45.7,63.15,527.4,1.2,6,15.7,Bronze,East,Poor,2021-03-11,0,1
69.5,57.65,612.7,1.0,10,6.13,Gold,North,Average,2020-01-22,0,1
78.3,54.16,666.4,3.0,10,13.68,Gold,North,Poor,2021-12-13,0,1
68.9,90.8,649.3,0.2,8,9.38,Silver,South,Average,2021-07-01,0,1
36.8,40.65,636.4,0.3,9,17.48,Gold,South,Average,2020-03-13,0,1
33.4,54.79,672.0,0.5,9,14.46,Gold,North,Poor,2020-03-27,0,1
52.4,46.39,588.3,1.5,10,2.76,Bronze,North,Poor,2020-12-24,0,1
53.3,,772.7,1.2,6,11.48,Bronze,East,Average,2020-08-13,0,1
38.9,69.43,722.1,0.5,7,16.02,Silver,South,Poor,2021-04-27,0,1
43.3,40.92,621.4,3.5,5,21.24,Gold,North,Average,2022-02-21,0,1
41.1,55.09,641.4,0.3,8,23.49,Silver,South,Good,2020-01-03,0,1
52.3,34.96,608.9,0.7,4,18.32,Bronze,North,Average,2020-04-28,1,1
28.3,107.07,582.7,1.8,8,5.73,Platinum,West,Average,2021-08-16,0,1
39.9,40.77,608.9,0.0,6,5.11,Platinum,North,Poor,2020-10-11,1,1
79.8,38.56,579.0,0.4,9,6.11,Platinum,East,Good,2020-10-07,1,1
59.9,29.55,683.5,0.8,5,7.41,Gold,West,Good,2020-04-14,0,1
57.3,64.78,614.5,4.7,6,6.9,Bronze,West,Good,2021-08-02,1,1
36.9,51.44,591.7,3.0,10,35.1,Gold,South,Poor,2020-03-23,1,1
59.7,48.38,634.0,3.8,15,10.33,Bronze,North,Average,2022-02-17,0,1
51.4,39.09,633.2,15.2,10,12.36,Platinum,North,Good,2020-01-20,0,1
69.2,41.11,,1.1,10,10.04,Gold,North,Average,2021-08-05,0,1
48.7,68.47,608.0,6.8,9,13.37,Platinum,East,Average,2020-10-21,0,1
53.5,17.02,661.7,3.2,2,6.21,Bronze,North,Good,2020-03-05,0,1
54.8,69.5,645.2,5.1,3,14.68,Bronze,East,Good,2021-01-08,0,1
57.3,60.29,684.9,1.7,8,10.21,Bronze,East,Poor,2021-04-07,0,1
39.8,47.5,651.3,2.6,9,13.28,Gold,North,Average,2020-06-09,1,1
37.6,72.25,654.8,4.3,10,8.34,Silver,South,Average,2021-01-17,0,1
33.0,82.77,511.4,3.4,10,6.01,Bronze,South,Average,2020-06-12,0,1
58.7,25.0,612.4,0.2,6,9.48,Silver,South,Poor,2021-07-06,0,1
55.0,32.65,713.5,0.7,10,12.27,Bronze,North,Average,2021-10-16,0,1
71.2,24.9,661.8,5.6,7,9.98,Bronze,West,Poor,2021-07-12,0,1
44.9,52.46,,2.3,6,12.76,Gold,West,Good,2020-03-15,0,1
45.7,73.06,548.9,7.8,14,13.13,Bronze,East,Average,2021-06-18,0,1
54.6,135.9,697.7,0.5,6,7.89,Bronze,North,Poor,2020-06-12,1,1
67.8,40.85,641.5,0.4,9,11.25,Bronze,North,Good,2021-05-29,0,1
41.2,25.08,775.0,3.1,7,8.22,Silver,East,Poor,2021-12-09,1,1
24.4,,697.1,4.5,9,10.73,Silver,West,Good,2021-10-28,0,1
81.7,36.01,614.2,1.2,5,22.09,Bronze,North,Poor,2020-09-02,0,1
74.8,84.61,727.9,3.3,5,12.08,Bronze,South,Good,2020-01-02,0,1
26.7,,518.7,9.0,12,29.71,Bronze,East,Average,2020-10-14,0,1
52.1,79.13,694.0,1.9,11,6.23,Silver,East,Good,2021-12-24,1,1
54.2,44.57,620.7,0.9,7,7.6,Bronze,South,Poor,2022-02-18,0,1
43.5,49.75,586.3,7.0,9,15.96,Gold,East,Poor,2022-02-20,0,1
48.7,57.38,664.1,0.1,7,3.48,Gold,North,Average,2020-06-10,0,1
68.4,21.58,472.0,2.2,8,25.04,Gold,East,Average,2020-10-22,0,1
39.0,49.42,589.4,2.0,13,8.65,Gold,South,Good,2021-08-09,1,1
87.0,,659.6,4.9,6,5.66,Gold,South,Poor,2020-12-08,0,1
37.8,63.96,611.0,0.9,8,25.71,Bronze,North,Good,2022-02-23,0,1
33.8,98.03,709.2,2.4,8,14.49,Silver,West,Average,2021-08-27,0,1
55.2,32.77,633.5,3.2,7,13.57,Gold,North,Poor,2021-11-09,0,1
29.9,60.28,759.5,6.7,3,17.48,Silver,East,Poor,2020-09-30,1,1
45.7,71.67,792.4,5.3,9,4.09,Silver,North,Good,2020-01-16,1,1
48.0,30.95,641.0,6.9,5,28.21,Bronze,East,Good,2021-06-22,1,1
45.6,49.83,566.7,0.8,6,19.25,Bronze,North,Poor,2021-08-24,0,1
57.4,92.4,547.9,9.5,8,7.37,Silver,East,Good,2020-09-05,0,1
56.3,42.46,630.2,0.1,5,5.11,Bronze,North,Poor,2021-02-03,0,1
50.3,72.37,524.0,0.6,8,19.59,Bronze,North,Average,2020-07-26,0,1
89.6,27.09,671.0,0.7,6,5.66,Bronze,South,Average,2021-10-06,0,1
50.8,103.96,686.2,0.2,5,11.79,Gold,East,Average,2020-11-23,0,1
19.4,79.43,697.9,0.2,10,11.84,Silver,North,Good,2021-04-28,1,1
50.0,58.3,634.7,2.0,9,28.74,Bronze,South,Poor,2021-08-12,0,1
42.7,24.53,684.6,0.7,5,10.6,Silver,East,Good,2021-04-21,0,1
25.1,74.88,693.5,3.7,4,28.48,Bronze,North,Poor,2020-09-23,1,1
36.2,26.64,692.3,1.0,4,7.23,Platinum,East,Good,2020-06-03,0,1
37.5,,644.2,7.8,5,12.55,Bronze,South,Good,2021-01-04,0,1
38.7,123.48,751.6,5.0,11,8.25,Silver,North,Good,2021-03-17,1,1
68.7,71.03,679.7,3.0,4,21.83,Gold,East,Average,2021-01-29,0,1
45.8,57.15,522.2,0.6,7,5.34,Silver,West,Poor,2022-01-09,0,1
61.8,44.73,631.2,1.4,7,3.56,Bronze,East,Average,2020-09-29,0,1
39.4,29.49,574.1,2.2,7,113.03,Platinum,North,Good,2021-02-14,0,1
64.1,29.69,652.2,9.0,3,12.42,Silver,South,Good,2021-06-28,0,1
35.8,,692.0,1.8,7,16.08,Bronze,North,Average,2021-07-12,1,1
72.4,116.61,610.5,2.4,8,13.95,Bronze,North,Good,2021-10-07,1,1
59.4,64.45,637.1,1.8,10,3.85,Gold,East,Poor,2021-05-22,0,1
37.8,54.38,576.9,4.4,8,5.05,Bronze,East,Good,2021-05-24,1,1
44.6,42.51,631.7,2.1,5,21.13,Bronze,South,Average,2021-03-10,0,1
86.3,83.55,538.5,3.3,11,31.97,Bronze,East,Good,2020-11-04,0,1
49.1,46.92,633.1,0.2,7,21.65,Platinum,East,Good,2020-02-25,0,1
57.5,122.62,552.2,1.6,5,20.53,Silver,North,Poor,2020-08-28,0,1
46.1,45.05,688.8,0.3,7,20.36,Bronze,East,Poor,2021-02-05,1,1
39.7,14.59,602.0,2.1,8,3.8,Silver,South,Poor,2021-09-08,1,1
47.4,42.28,704.1,0.8,10,9.25,Silver,North,Good,2020-08-14,0,1
56.3,86.56,706.4,8.5,6,9.92,Gold,South,Poor,2021-07-26,1,1
51.5,58.01,649.6,2.5,7,13.8,Bronze,East,Average,2021-07-14,0,1
75.6,22.73,711.7,8.5,7,10.43,Bronze,East,Poor,2021-08-13,0,1
47.0,46.03,636.5,1.6,11,19.54,Silver,East,Poor,2021-02-03,0,1
83.6,35.45,654.8,2.8,15,11.52,Silver,East,Good,2021-12-02,0,1
79.8,134.53,639.7,1.2,5,9.18,Silver,East,Good,2021-03-19,1,1
,86.77,615.7,2.6,9,37.45,Silver,North,Average,2020-02-04,0,1
48.8,,605.6,0.3,7,9.24,Silver,East,Average,2021-07-06,0,1
61.3,146.58,603.9,6.0,12,14.14,Silver,North,Poor,2020-09-23,1,1
55.2,47.15,732.4,0.5,10,4.36,Bronze,South,Poor,2021-02-26,0,1
51.2,71.69,662.4,1.5,11,33.18,Platinum,South,Good,2021-04-16,0,1
32.6,44.16,552.2,0.6,4,19.7,Bronze,North,Average,2021-06-06,0,1
39.2,105.52,639.2,7.0,8,25.28,Bronze,East,Average,2020-12-30,0,1
58.0,105.17,735.2,0.9,11,15.12,Bronze,North,Average,2021-01-06,0,1
51.8,85.74,660.3,0.2,5,20.93,Bronze,South,Good,2020-03-15,1,1
61.1,62.9,,0.9,4,16.96,Silver,North,Good,2021-05-02,0,1
65.2,61.1,583.0,1.7,10,10.74,Silver,West,Average,2022-02-10,0,1
67.6,51.11,694.7,0.5,8,12.61,Bronze,South,Good,2021-07-04,0,1
32.3,55.51,624.7,3.4,6,15.11,Silver,North,Good,2021-11-22,0,1
70.7,101.91,532.8,4.1,11,6.93,Gold,East,Average,2021-06-05,0,1
38.7,73.61,576.9,7.2,6,11.94,Silver,East,Poor,2022-01-30,0,1
70.9,18.44,701.2,6.0,5,18.5,Bronze,North,Average,2021-07-17,0,1
66.7,99.21,663.4,1.2,10,26.34,Platinum,North,Average,2021-12-02,1,1
49.1,90.56,639.3,4.1,12,36.78,Bronze,North,Good,2020-01-20,0,1
66.3,172.06,698.2,1.9,6,4.82,Bronze,North,Average,2020-10-15,0,1
92.9,54.74,739.9,0.8,9,11.04,Bronze,North,Poor,2021-11-29,0,1
71.6,35.43,627.7,0.7,9,5.08,Bronze,South,Poor,2021-02-01,0,1
71.3,38.69,552.3,2.2,4,10.64,Bronze,South,Average,2020-12-11,1,1
39.3,62.82,804.5,2.1,7,5.55,Bronze,East,Poor,2021-06-23,1,1
63.5,22.83,631.6,14.8,8,27.85,Silver,West,Average,2020-03-06,0,1
61.4,51.4,658.6,8.4,13,17.52,Silver,South,Good,2020-06-15,0,1
48.2,70.11,648.1,4.0,7,6.93,Silver,East,Poor,2021-11-07,0,1
39.3,58.21,,6.1,8,19.61,Silver,East,Average,2021-04-14,1,1
64.7,43.65,585.0,1.4,9,20.73,Bronze,East,Average,2020-09-01,0,1
48.5,53.41,760.8,11.3,9,12.71,Gold,South,Poor,2021-09-23,0,1
63.5,37.74,642.9,4.2,11,20.15,Gold,East,Average,2020-09-06,1,1
30.3,43.1,769.1,1.4,2,13.01,Silver,East,Poor,2022-02-03,0,1
48.7,42.81,698.4,1.4,8,17.04,Silver,West,Poor,2020-03-20,0,1
64.8,17.35,590.8,3.4,6,16.97,Silver,West,Good,2020-04-21,1,1
44.6,75.66,659.3,2.4,6,24.18,Bronze,East,Good,2020-11-21,0,1
46.2,53.15,674.0,1.2,10,14.16,Bronze,East,Poor,2020-03-20,0,1
57.4,72.38,660.7,1.6,7,8.15,Silver,South,Poor,2021-04-30,1,1
56.2,61.98,611.2,3.3,6,6.48,Gold,East,Good,2021-12-18,1,1
56.9,84.56,629.3,2.0,9,4.61,Bronze,South,Average,2020-04-05,1,1
53.7,67.54,639.1,4.5,8,19.15,Bronze,East,Good,2020-02-20,1,1
49.1,43.87,668.3,0.9,6,13.36,Bronze,East,Good,2021-02-25,0,1
67.6,84.83,626.2,0.8,5,8.61,Bronze,South,Good,2021-07-20,0,1
44.2,92.58,643.4,2.4,10,6.54,Bronze,East,Good,2020-01-24,0,1
56.1,50.89,591.3,3.9,9,19.47,Bronze,South,Poor,2020-03-19,0,1
71.4,33.7,684.5,0.6,3,26.89,Bronze,South,Average,2021-04-27,0,1
75.7,102.86,584.7,3.0,7,7.76,Bronze,North,Poor,2020-06-28,0,1
57.0,29.42,663.3,5.1,6,18.39,Gold,West,Poor,2020-08-12,0,1
36.6,62.2,749.1,0.7,6,13.25,Silver,North,Good,2021-03-05,0,1
76.8,17.11,743.6,12.2,10,14.44,Silver,South,Poor,2020-02-29,1,1
43.6,51.86,556.1,1.6,4,10.65,Silver,East,Average,2021-08-03,0,1
37.7,28.94,583.2,0.0,10,22.38,Gold,North,Good,2020-09-07,0,1
74.9,117.86,549.4,3.4,9,11.47,Silver,East,Poor,2020-01-08,1,1
34.5,27.14,580.1,0.4,8,17.98,Bronze,East,Average,2020-03-02,0,1
61.4,111.16,735.6,1.0,8,5.9,Gold,North,Poor,2020-07-12,1,1
41.1,48.82,652.4,2.2,5,5.02,Bronze,North,Good,2021-08-19,0,1
41.0,50.69,664.6,0.3,11,13.36,Platinum,North,Average,2021-03-24,1,1
49.8,76.71,666.8,0.0,8,14.63,Bronze,West,Poor,2021-01-01,0,1
60.1,80.66,721.0,0.7,11,8.45,Bronze,South,Average,2021-11-25,0,1
55.1,35.0,697.9,2.4,13,9.38,Silver,South,Average,2021-03-23,0,1
73.8,20.56,522.0,2.4,6,30.82,Bronze,South,Good,2020-01-31,0,1
65.7,66.89,679.7,1.6,3,4.03,Bronze,West,Good,2021-05-08,0,1
53.2,72.12,640.5,6.4,9,21.65,Bronze,South,Average,2021-12-25,0,1
80.0,23.2,585.9,0.5,10,9.76,Gold,East,Poor,2021-09-16,1,1
29.8,47.9,699.7,6.2,11,9.43,Silver,East,Poor,2021-04-05,0,1
61.6,76.35,704.2,5.0,7,10.81,Bronze,North,Average,2022-01-08,1,1
20.8,47.48,,1.9,4,18.58,Bronze,East,Good,2022-01-23,0,1
57.2,24.72,653.2,5.9,10,16.95,Gold,North,Poor,2021-01-11,1,1
64.0,29.55,587.9,1.7,11,11.78,Bronze,South,Poor,2021-10-09,0,1
43.9,18.68,717.3,0.5,10,4.21,Gold,North,Good,2021-08-08,0,1
73.4,134.31,582.0,0.9,6,9.84,Silver,East,Average,2020-10-26,1,1
57.9,109.85,,0.0,5,6.92,Silver,East,Poor,2020-11-29,0,1
58.7,55.31,761.9,3.0,8,14.0,Silver,North,Good,2020-01-11,0,1
40.0,81.3,617.4,0.1,5,23.94,Silver,East,Average,2021-05-29,1,1
66.0,29.18,616.7,1.9,5,11.6,Platinum,East,Poor,2022-03-05,1,1
64.6,110.55,595.6,1.0,6,15.98,Bronze,North,Average,2020-01-23,1,1
82.7,26.51,635.8,7.7,4,3.57,Bronze,East,Average,2020-11-07,1,1
51.2,44.27,569.1,1.5,11,18.34,Gold,East,Poor,2020-09-03,0,1
58.1,39.39,714.4,0.0,6,7.36,Bronze,North,Good,2020-12-17,0,1
59.3,105.69,681.8,7.5,6,15.85,Gold,North,Good,2020-08-19,0,1
56.2,41.74,672.0,0.7,7,18.04,Gold,East,Good,2021-03-31,0,1
46.8,45.71,546.6,1.1,7,8.84,Bronze,West,Good,2020-02-13,0,1
,69.45,568.3,0.3,9,14.49,Silver,East,Poor,2021-01-18,1,1
41.2,78.89,,21.0,5,5.84,Silver,East,Good,2020-02-24,1,1
49.2,94.0,703.8,3.5,16,4.18,Silver,East,Average,2022-03-07,0,1
85.8,25.96,625.6,0.9,9,44.45,Silver,North,Poor,2020-03-27,0,1
46.4,85.38,599.5,0.1,11,9.81,Bronze,South,Poor,2020-03-28,1,1
29.2,46.01,627.8,1.5,8,7.02,Silver,West,Average,2020-05-21,1,1
27.4,131.74,726.9,2.3,4,6.6,Bronze,South,Poor,2020-03-26,1,1
49.8,37.83,587.2,0.3,8,6.08,Bronze,South,Average,2020-06-06,0,1
31.6,62.69,600.7,9.1,7,16.66,Gold,East,Average,2020-11-22,0,1
68.1,105.59,600.1,2.0,9,15.24,Silver,North,Average,2021-11-04,0,1
59.1,23.53,703.4,0.5,5,13.82,Silver,South,Poor,2020-05-04,0,1
70.3,77.26,,2.4,6,17.25,Silver,East,Good,2020-08-29,1,1
77.6,23.37,642.5,0.6,11,16.54,Silver,South,Poor,2020-04-01,0,1
71.9,83.46,664.2,5.3,8,59.01,Bronze,North,Average,2020-05-16,1,1
64.6,90.23,593.5,0.5,8,15.25,Gold,East,Poor,2020-11-15,0,1
52.4,52.33,551.2,1.2,6,15.87,Silver,North,Poor,2021-02-25,0,1
,64.09,644.9,6.6,6,7.56,Bronze,North,Good,2020-11-05,0,1
57.3,99.91,692.9,3.1,13,8.04,Silver,North,Poor,2021-08-01,1,1
53.6,48.5,614.9,10.1,6,2.21,Gold,North,Average,2020-11-20,0,1
64.8,84.21,617.0,2.4,5,3.12,Silver,South,Average,2020-01-28,0,1
70.4,43.28,682.3,14.7,2,26.95,Silver,North,Average,2020-02-16,0,1
71.8,41.83,727.3,0.9,12,10.53,Bronze,East,Average,2020-03-12,0,1
37.7,40.45,743.1,0.7,5,4.93,Silver,East,Good,2020-03-08,1,1
46.5,58.22,595.3,2.1,10,11.34,Bronze,North,Average,2021-07-07,0,1
87.7,173.55,674.5,1.1,4,6.59,Silver,North,Poor,2021-06-18,1,1
61.6,67.55,617.0,5.1,7,12.62,Platinum,East,Average,2020-01-03,1,1
76.2,50.03,642.7,3.6,10,9.32,Silver,East,Good,2021-06-15,0,1
44.9,75.5,687.1,0.9,11,15.04,Gold,North,Poor,2021-04-15,0,1
86.3,82.58,,2.7,10,8.24,Bronze,North,Good,2020-11-09,0,1
59.7,56.94,749.8,0.2,4,6.6,Silver,South,Poor,2021-09-12,0,1
59.8,49.87,686.1,0.8,10,15.38,Bronze,East,Poor,2020-10-11,0,1
74.6,69.44,,4.0,11,13.87,Bronze,North,Good,2021-10-19,0,1
40.3,45.11,645.8,0.3,8,12.06,Bronze,South,Average,2022-02-23,0,1
60.8,,,7.3,7,14.85,Platinum,North,Poor,2021-07-21,1,1
49.5,70.71,613.3,2.5,6,6.89,Silver,South,Average,2020-11-21,1,1
73.8,32.71,663.6,0.1,8,3.66,Bronze,North,Poor,2021-05-10,1,1
51.5,50.85,564.3,6.1,9,12.57,Bronze,South,Good,2021-06-17,0,1
60.4,86.34,668.6,1.4,13,27.14,Bronze,East,Average,2020-02-13,0,1
41.7,40.02,549.1,9.0,8,8.78,Silver,North,Average,2021-10-05,0,1
43.7,35.27,655.6,3.8,9,7.74,Silver,North,Good,2020-08-14,0,1
54.5,19.99,729.9,0.5,4,8.52,Silver,North,Average,2020-08-25,0,1
60.2,61.97,644.2,1.1,6,6.84,Silver,North,Average,2021-05-14,0,1
52.5,18.32,599.0,9.0,7,10.72,Bronze,East,Good,2022-01-05,0,1
48.9,,623.2,1.6,10,16.84,Bronze,East,Average,2021-08-22,0,1
69.2,23.48,633.2,3.0,9,5.09,Silver,West,Good,2021-09-13,0,1
47.6,51.93,537.5,1.9,3,29.63,Bronze,North,Average,2021-08-03,0,1
42.0,58.47,646.1,4.7,10,18.39,Bronze,South,Average,2020-12-08,0,1
40.0,57.51,651.0,0.6,8,7.46,Bronze,South,Average,2022-01-25,0,1
55.5,50.48,601.4,11.4,7,17.34,Bronze,East,Average,2020-07-22,0,1
82.3,39.06,784.0,3.3,11,16.24,Gold,West,Good,2021-07-05,1,1
33.5,69.87,601.7,6.7,6,8.54,Bronze,North,Good,2020-10-08,0,1
41.0,,672.4,0.0,7,7.14,Silver,South,Poor,2021-08-16,1,1
49.2,45.38,605.7,3.5,8,10.69,Gold,North,Average,2020-10-29,0,1
56.3,105.06,654.4,0.1,7,1.74,Bronze,North,Average,2021-05-12,0,1
86.4,77.17,675.4,2.4,13,15.07,Silver,South,Average,2021-03-09,0,1
44.7,139.57,683.8,1.1,11,35.3,Gold,North,Average,2020-07-06,1,1
55.4,,802.4,0.5,6,18.81,Bronze,South,Average,2022-01-10,0,1
56.3,47.0,600.1,6.0,8,10.19,Silver,East,Good,2021-11-01,1,1
52.6,35.56,649.0,10.4,5,10.65,Bronze,South,Poor,2021-07-17,0,1
47.3,20.25,680.1,0.8,5,17.89,Gold,East,Good,2022-03-06,0,1
39.4,40.84,682.6,2.9,11,8.63,Silver,North,Poor,2020-06-15,0,1
60.5,50.64,689.2,0.9,9,14.05,Bronze,North,Poor,2021-03-21,1,1
27.6,44.81,622.9,0.9,8,7.65,Bronze,North,Average,2021-04-22,0,1
64.4,42.08,631.4,3.3,9,12.22,Bronze,East,Average,2022-01-10,0,1
66.7,44.1,714.8,0.3,13,7.9,Platinum,North,Average,2020-09-08,0,1
31.3,45.13,671.8,1.5,6,11.13,Gold,North,Good,2021-01-11,1,1
80.0,51.53,671.1,0.7,10,27.47,Bronze,North,Average,2020-04-12,0,1
70.4,55.3,679.2,1.7,9,12.94,Silver,South,Good,2021-12-17,0,1
37.5,57.68,717.5,7.3,5,8.87,Silver,East,Average,2020-08-18,1,1
55.7,,673.3,1.7,4,12.4,Platinum,West,Good,2021-05-24,0,1
43.2,130.04,707.7,0.5,9,10.1,Bronze,South,Poor,2021-10-13,0,1
21.2,121.11,606.6,0.8,7,18.37,Bronze,North,Average,2022-01-29,1,1
